case_id,activity,timestamp,company,region,material_group,payment_term,variant
551eb806-d2af-4699-9f19-5f114329d2c9,Clear Invoice,2024-07-18 08:12:37,Drystone China LLC,Asia-Pacific,Agriculture,30 days from date of invoice,standard_path
7e44d5c3-ea5a-4666-a84f-ec71a8c03591,Receive Purchase Order,2024-04-12 00:00:00,Drystone Spain Co,Europe,Safety equipment,60 days from date of invoice,delivery_block
7e44d5c3-ea5a-4666-a84f-ec71a8c03591,Create Sales Order,2024-04-12 04:49:45,Drystone Spain Co,Europe,Safety equipment,60 days from date of invoice,delivery_block
7e44d5c3-ea5a-4666-a84f-ec71a8c03591,Deactivate Delivery Block,2024-04-12 19:26:48,Drystone Spain Co,Europe,Safety equipment,60 days from date of invoice,delivery_block
7e44d5c3-ea5a-4666-a84f-ec71a8c03591,Create Delivery,2024-04-13 08:55:08,Drystone Spain Co,Europe,Safety equipment,60 days from date of invoice,delivery_block
7e44d5c3-ea5a-4666-a84f-ec71a8c03591,Create Shipment,2024-04-13 09:09:32,Drystone Spain Co,Europe,Safety equipment,60 days from date of invoice,delivery_block
7e44d5c3-ea5a-4666-a84f-ec71a8c03591,Issue Goods,2024-04-14 23:22:12,Drystone Spain Co,Europe,Safety equipment,60 days from date of invoice,delivery_block
7e44d5c3-ea5a-4666-a84f-ec71a8c03591,Create Invoice,2024-04-16 15:53:06,Drystone Spain Co,Europe,Safety equipment,60 days from date of invoice,delivery_block
7e44d5c3-ea5a-4666-a84f-ec71a8c03591,Clear Invoice,2024-04-17 16:54:18,Drystone Spain Co,Europe,Safety equipment,60 days from date of invoice,delivery_block
392ea9d3-022b-47ee-861d-a7e06dad6849,Receive Purchase Order,2024-06-21 00:00:00,Drystone Australia Ltd,Asia-Pacific,Fasteners,30 days from date of invoice,billing_block
392ea9d3-022b-47ee-861d-a7e06dad6849,Create Sales Order,2024-06-21 16:25:56,Drystone Australia Ltd,Asia-Pacific,Fasteners,30 days from date of invoice,billing_block
392ea9d3-022b-47ee-861d-a7e06dad6849,Create Delivery,2024-06-22 18:57:34,Drystone Australia Ltd,Asia-Pacific,Fasteners,30 days from date of invoice,billing_block
392ea9d3-022b-47ee-861d-a7e06dad6849,Create Shipment,2024-06-25 17:11:06,Drystone Australia Ltd,Asia-Pacific,Fasteners,30 days from date of invoice,billing_block
392ea9d3-022b-47ee-861d-a7e06dad6849,Issue Goods,2024-06-27 18:42:52,Drystone Australia Ltd,Asia-Pacific,Fasteners,30 days from date of invoice,billing_block
392ea9d3-022b-47ee-861d-a7e06dad6849,Deactivate Billing Block,2024-06-28 14:11:06,Drystone Australia Ltd,Asia-Pacific,Fasteners,30 days from date of invoice,billing_block
392ea9d3-022b-47ee-861d-a7e06dad6849,Create Invoice,2024-07-01 04:03:27,Drystone Australia Ltd,Asia-Pacific,Fasteners,30 days from date of invoice,billing_block
392ea9d3-022b-47ee-861d-a7e06dad6849,Clear Invoice,2024-07-01 12:40:24,Drystone Australia Ltd,Asia-Pacific,Fasteners,30 days from date of invoice,billing_block
4954485d-4689-446b-bf7e-6ce6ffc29bd3,Receive Purchase Order,2024-02-19 00:00:00,Drystone US Inc,Americas,Fertilizers,30 days from date of invoice,standard_path
4954485d-4689-446b-bf7e-6ce6ffc29bd3,Create Sales Order,2024-02-19 08:03:36,Drystone US Inc,Americas,Fertilizers,30 days from date of invoice,standard_path
4954485d-4689-446b-bf7e-6ce6ffc29bd3,Create Delivery,2024-02-20 16:49:37,Drystone US Inc,Americas,Fertilizers,30 days from date of invoice,standard_path
4954485d-4689-446b-bf7e-6ce6ffc29bd3,Create Shipment,2024-02-22 08:09:13,Drystone US Inc,Americas,Fertilizers,30 days from date of invoice,standard_path
4954485d-4689-446b-bf7e-6ce6ffc29bd3,Issue Goods,2024-02-23 05:07:16,Drystone US Inc,Americas,Fertilizers,30 days from date of invoice,standard_path
4954485d-4689-446b-bf7e-6ce6ffc29bd3,Create Invoice,2024-02-23 19:50:25,Drystone US Inc,Americas,Fertilizers,30 days from date of invoice,standard_path
4954485d-4689-446b-bf7e-6ce6ffc29bd3,Clear Invoice,2024-02-24 12:58:32,Drystone US Inc,Americas,Fertilizers,30 days from date of invoice,standard_path
f00d4f56-e07d-4933-aa92-d2b2dd1f78fa,Receive Purchase Order,2024-01-23 00:00:00,Drystone US Inc,Americas,Power Drills,45 days from date of invoice,invoice_after_invoice
f00d4f56-e07d-4933-aa92-d2b2dd1f78fa,Create Sales Order,2024-01-23 05:49:24,Drystone US Inc,Americas,Power Drills,45 days from date of invoice,invoice_after_invoice
f00d4f56-e07d-4933-aa92-d2b2dd1f78fa,Create Delivery,2024-01-23 07:37:47,Drystone US Inc,Americas,Power Drills,45 days from date of invoice,invoice_after_invoice
f00d4f56-e07d-4933-aa92-d2b2dd1f78fa,Create Shipment,2024-01-24 01:43:26,Drystone US Inc,Americas,Power Drills,45 days from date of invoice,invoice_after_invoice
f00d4f56-e07d-4933-aa92-d2b2dd1f78fa,Issue Goods,2024-01-25 04:01:41,Drystone US Inc,Americas,Power Drills,45 days from date of invoice,invoice_after_invoice
f00d4f56-e07d-4933-aa92-d2b2dd1f78fa,Create Invoice,2024-01-25 23:20:59,Drystone US Inc,Americas,Power Drills,45 days from date of invoice,invoice_after_invoice
f00d4f56-e07d-4933-aa92-d2b2dd1f78fa,Create Invoice,2024-01-25 23:35:23,Drystone US Inc,Americas,Power Drills,45 days from date of invoice,invoice_after_invoice
f00d4f56-e07d-4933-aa92-d2b2dd1f78fa,Clear Invoice,2024-01-26 15:14:13,Drystone US Inc,Americas,Power Drills,45 days from date of invoice,invoice_after_invoice
e5bd899e-b022-4643-9cc8-8765f461c6a1,Receive Purchase Order,2024-11-16 00:00:00,Drystone France SA,Europe,Power Tools,60 days from date of invoice,standard_path
e5bd899e-b022-4643-9cc8-8765f461c6a1,Create Sales Order,2024-11-16 12:20:23,Drystone France SA,Europe,Power Tools,60 days from date of invoice,standard_path
e5bd899e-b022-4643-9cc8-8765f461c6a1,Create Delivery,2024-11-17 06:22:26,Drystone France SA,Europe,Power Tools,60 days from date of invoice,standard_path
e5bd899e-b022-4643-9cc8-8765f461c6a1,Create Shipment,2024-11-19 00:17:34,Drystone France SA,Europe,Power Tools,60 days from date of invoice,standard_path
e5bd899e-b022-4643-9cc8-8765f461c6a1,Issue Goods,2024-11-20 05:53:58,Drystone France SA,Europe,Power Tools,60 days from date of invoice,standard_path
e5bd899e-b022-4643-9cc8-8765f461c6a1,Create Invoice,2024-11-20 23:53:41,Drystone France SA,Europe,Power Tools,60 days from date of invoice,standard_path
e5bd899e-b022-4643-9cc8-8765f461c6a1,Clear Invoice,2024-11-22 04:35:21,Drystone France SA,Europe,Power Tools,60 days from date of invoice,standard_path
67a00a00-43db-4092-b5c3-f8bd03341f77,Receive Purchase Order,2024-03-02 00:00:00,Drystone Mexico Inc,Americas,Safety equipment,90 days from date of invoice,delivery_block
67a00a00-43db-4092-b5c3-f8bd03341f77,Create Sales Order,2024-03-02 10:57:34,Drystone Mexico Inc,Americas,Safety equipment,90 days from date of invoice,delivery_block
67a00a00-43db-4092-b5c3-f8bd03341f77,Deactivate Delivery Block,2024-03-03 13:11:47,Drystone Mexico Inc,Americas,Safety equipment,90 days from date of invoice,delivery_block
67a00a00-43db-4092-b5c3-f8bd03341f77,Create Delivery,2024-03-04 19:35:23,Drystone Mexico Inc,Americas,Safety equipment,90 days from date of invoice,delivery_block
67a00a00-43db-4092-b5c3-f8bd03341f77,Create Shipment,2024-03-06 12:32:40,Drystone Mexico Inc,Americas,Safety equipment,90 days from date of invoice,delivery_block
67a00a00-43db-4092-b5c3-f8bd03341f77,Issue Goods,2024-03-09 11:19:47,Drystone Mexico Inc,Americas,Safety equipment,90 days from date of invoice,delivery_block
67a00a00-43db-4092-b5c3-f8bd03341f77,Create Invoice,2024-03-09 11:34:11,Drystone Mexico Inc,Americas,Safety equipment,90 days from date of invoice,delivery_block
67a00a00-43db-4092-b5c3-f8bd03341f77,Clear Invoice,2024-03-10 10:29:07,Drystone Mexico Inc,Americas,Safety equipment,90 days from date of invoice,delivery_block
105079d7-5eed-4190-a002-b3fcffe87f87,Receive Purchase Order,2024-01-08 00:00:00,Drystone Austria AG,Europe,Power Tools,60 days from date of invoice,standard_path
105079d7-5eed-4190-a002-b3fcffe87f87,Create Sales Order,2024-01-08 12:42:22,Drystone Austria AG,Europe,Power Tools,60 days from date of invoice,standard_path
105079d7-5eed-4190-a002-b3fcffe87f87,Create Delivery,2024-01-09 05:41:09,Drystone Austria AG,Europe,Power Tools,60 days from date of invoice,standard_path
105079d7-5eed-4190-a002-b3fcffe87f87,Create Shipment,2024-01-12 03:58:47,Drystone Austria AG,Europe,Power Tools,60 days from date of invoice,standard_path
105079d7-5eed-4190-a002-b3fcffe87f87,Issue Goods,2024-01-14 17:27:06,Drystone Austria AG,Europe,Power Tools,60 days from date of invoice,standard_path
105079d7-5eed-4190-a002-b3fcffe87f87,Create Invoice,2024-01-16 01:17:05,Drystone Austria AG,Europe,Power Tools,60 days from date of invoice,standard_path
105079d7-5eed-4190-a002-b3fcffe87f87,Clear Invoice,2024-01-16 18:32:50,Drystone Austria AG,Europe,Power Tools,60 days from date of invoice,standard_path
b03c9ced-e568-4166-8f1b-ccd0e00e3b1c,Receive Purchase Order,2024-08-22 00:00:00,Drystone France SA,Europe,Building Materials,30 days from date of invoice,standard_path
b03c9ced-e568-4166-8f1b-ccd0e00e3b1c,Create Sales Order,2024-08-22 11:04:38,Drystone France SA,Europe,Building Materials,30 days from date of invoice,standard_path
b03c9ced-e568-4166-8f1b-ccd0e00e3b1c,Create Delivery,2024-08-23 23:18:49,Drystone France SA,Europe,Building Materials,30 days from date of invoice,standard_path
b03c9ced-e568-4166-8f1b-ccd0e00e3b1c,Create Shipment,2024-08-27 19:16:18,Drystone France SA,Europe,Building Materials,30 days from date of invoice,standard_path
b03c9ced-e568-4166-8f1b-ccd0e00e3b1c,Issue Goods,2024-08-27 19:30:42,Drystone France SA,Europe,Building Materials,30 days from date of invoice,standard_path
b03c9ced-e568-4166-8f1b-ccd0e00e3b1c,Create Invoice,2024-08-28 23:22:40,Drystone France SA,Europe,Building Materials,30 days from date of invoice,standard_path
b03c9ced-e568-4166-8f1b-ccd0e00e3b1c,Clear Invoice,2024-08-29 02:51:58,Drystone France SA,Europe,Building Materials,30 days from date of invoice,standard_path
0ff5dd30-241f-4584-823e-117b267df6e9,Receive Purchase Order,2024-07-07 00:00:00,Drystone Austria AG,Europe,Fertilizers,60 days from date of invoice,manual_price_change_path
0ff5dd30-241f-4584-823e-117b267df6e9,Create Sales Order,2024-07-07 11:42:13,Drystone Austria AG,Europe,Fertilizers,60 days from date of invoice,manual_price_change_path
0ff5dd30-241f-4584-823e-117b267df6e9,Change Manual Price in Sales Order,2024-07-09 03:15:05,Drystone Austria AG,Europe,Fertilizers,60 days from date of invoice,manual_price_change_path
0ff5dd30-241f-4584-823e-117b267df6e9,Create Delivery,2024-07-09 17:26:53,Drystone Austria AG,Europe,Fertilizers,60 days from date of invoice,manual_price_change_path
0ff5dd30-241f-4584-823e-117b267df6e9,Create Shipment,2024-07-11 03:55:09,Drystone Austria AG,Europe,Fertilizers,60 days from date of invoice,manual_price_change_path
0ff5dd30-241f-4584-823e-117b267df6e9,Issue Goods,2024-07-12 04:31:50,Drystone Austria AG,Europe,Fertilizers,60 days from date of invoice,manual_price_change_path
0ff5dd30-241f-4584-823e-117b267df6e9,Create Invoice,2024-07-14 08:09:52,Drystone Austria AG,Europe,Fertilizers,60 days from date of invoice,manual_price_change_path
0ff5dd30-241f-4584-823e-117b267df6e9,Clear Invoice,2024-07-16 02:43:47,Drystone Austria AG,Europe,Fertilizers,60 days from date of invoice,manual_price_change_path
df4e4ca6-6f48-4079-8146-4337b285b42d,Receive Purchase Order,2024-11-02 00:00:00,Drystone Belgium NV,Europe,Safety equipment,90 days from date of invoice,standard_path
df4e4ca6-6f48-4079-8146-4337b285b42d,Create Sales Order,2024-11-02 18:23:57,Drystone Belgium NV,Europe,Safety equipment,90 days from date of invoice,standard_path
df4e4ca6-6f48-4079-8146-4337b285b42d,Create Delivery,2024-11-04 11:34:55,Drystone Belgium NV,Europe,Safety equipment,90 days from date of invoice,standard_path
df4e4ca6-6f48-4079-8146-4337b285b42d,Create Shipment,2024-11-07 01:57:47,Drystone Belgium NV,Europe,Safety equipment,90 days from date of invoice,standard_path
df4e4ca6-6f48-4079-8146-4337b285b42d,Issue Goods,2024-11-09 00:43:42,Drystone Belgium NV,Europe,Safety equipment,90 days from date of invoice,standard_path
df4e4ca6-6f48-4079-8146-4337b285b42d,Create Invoice,2024-11-09 17:58:28,Drystone Belgium NV,Europe,Safety equipment,90 days from date of invoice,standard_path
df4e4ca6-6f48-4079-8146-4337b285b42d,Clear Invoice,2024-11-11 07:29:12,Drystone Belgium NV,Europe,Safety equipment,90 days from date of invoice,standard_path
876e2543-8b87-4484-ba27-bda5eefe1ae9,Receive Purchase Order,2024-02-18 00:00:00,Drystone China LLC,Asia-Pacific,Power Tools,45 days from date of invoice,standard_path
876e2543-8b87-4484-ba27-bda5eefe1ae9,Create Sales Order,2024-02-18 15:32:00,Drystone China LLC,Asia-Pacific,Power Tools,45 days from date of invoice,standard_path
876e2543-8b87-4484-ba27-bda5eefe1ae9,Create Delivery,2024-02-19 20:10:39,Drystone China LLC,Asia-Pacific,Power Tools,45 days from date of invoice,standard_path
876e2543-8b87-4484-ba27-bda5eefe1ae9,Create Shipment,2024-02-22 08:34:20,Drystone China LLC,Asia-Pacific,Power Tools,45 days from date of invoice,standard_path
876e2543-8b87-4484-ba27-bda5eefe1ae9,Issue Goods,2024-02-25 07:07:43,Drystone China LLC,Asia-Pacific,Power Tools,45 days from date of invoice,standard_path
876e2543-8b87-4484-ba27-bda5eefe1ae9,Create Invoice,2024-02-26 09:01:51,Drystone China LLC,Asia-Pacific,Power Tools,45 days from date of invoice,standard_path
876e2543-8b87-4484-ba27-bda5eefe1ae9,Clear Invoice,2024-02-27 21:25:10,Drystone China LLC,Asia-Pacific,Power Tools,45 days from date of invoice,standard_path
e2730f5a-2555-4a8d-a153-92c7ee0e152f,Receive Purchase Order,2025-01-29 00:00:00,Drystone India Ltd,Asia-Pacific,Fertilizers,90 days from date of invoice,invoice_before_shipment
e2730f5a-2555-4a8d-a153-92c7ee0e152f,Create Sales Order,2025-01-29 16:26:41,Drystone India Ltd,Asia-Pacific,Fertilizers,90 days from date of invoice,invoice_before_shipment
e2730f5a-2555-4a8d-a153-92c7ee0e152f,Create Invoice,2025-01-31 02:29:56,Drystone India Ltd,Asia-Pacific,Fertilizers,90 days from date of invoice,invoice_before_shipment
e2730f5a-2555-4a8d-a153-92c7ee0e152f,Create Delivery,2025-01-31 20:47:12,Drystone India Ltd,Asia-Pacific,Fertilizers,90 days from date of invoice,invoice_before_shipment
e2730f5a-2555-4a8d-a153-92c7ee0e152f,Create Shipment,2025-02-02 20:56:49,Drystone India Ltd,Asia-Pacific,Fertilizers,90 days from date of invoice,invoice_before_shipment
e2730f5a-2555-4a8d-a153-92c7ee0e152f,Issue Goods,2025-02-03 09:24:52,Drystone India Ltd,Asia-Pacific,Fertilizers,90 days from date of invoice,invoice_before_shipment
e2730f5a-2555-4a8d-a153-92c7ee0e152f,Clear Invoice,2025-02-04 12:24:10,Drystone India Ltd,Asia-Pacific,Fertilizers,90 days from date of invoice,invoice_before_shipment
6ac0bf85-f57a-49cd-8789-1396680bd01d,Receive Purchase Order,2024-12-18 00:00:00,Drystone Italia S.P.A,Europe,Building Materials,45 days from date of invoice,manual_price_change_path
6ac0bf85-f57a-49cd-8789-1396680bd01d,Create Sales Order,2024-12-18 10:54:04,Drystone Italia S.P.A,Europe,Building Materials,45 days from date of invoice,manual_price_change_path
6ac0bf85-f57a-49cd-8789-1396680bd01d,Change Manual Price in Sales Order,2024-12-19 19:35:41,Drystone Italia S.P.A,Europe,Building Materials,45 days from date of invoice,manual_price_change_path
6ac0bf85-f57a-49cd-8789-1396680bd01d,Create Delivery,2024-12-20 01:10:38,Drystone Italia S.P.A,Europe,Building Materials,45 days from date of invoice,manual_price_change_path
6ac0bf85-f57a-49cd-8789-1396680bd01d,Create Shipment,2024-12-23 07:41:25,Drystone Italia S.P.A,Europe,Building Materials,45 days from date of invoice,manual_price_change_path
6ac0bf85-f57a-49cd-8789-1396680bd01d,Issue Goods,2024-12-25 05:43:29,Drystone Italia S.P.A,Europe,Building Materials,45 days from date of invoice,manual_price_change_path
6ac0bf85-f57a-49cd-8789-1396680bd01d,Create Invoice,2024-12-26 02:33:43,Drystone Italia S.P.A,Europe,Building Materials,45 days from date of invoice,manual_price_change_path
6ac0bf85-f57a-49cd-8789-1396680bd01d,Clear Invoice,2024-12-26 22:33:21,Drystone Italia S.P.A,Europe,Building Materials,45 days from date of invoice,manual_price_change_path
dc90e22e-3613-44aa-a234-e5d530d0cdbc,Receive Purchase Order,2024-01-10 00:00:00,Drystone Malaysia Co,Asia-Pacific,Power Drills,90 days from date of invoice,standard_path
dc90e22e-3613-44aa-a234-e5d530d0cdbc,Create Sales Order,2024-01-10 21:13:48,Drystone Malaysia Co,Asia-Pacific,Power Drills,90 days from date of invoice,standard_path
dc90e22e-3613-44aa-a234-e5d530d0cdbc,Create Delivery,2024-01-12 00:58:17,Drystone Malaysia Co,Asia-Pacific,Power Drills,90 days from date of invoice,standard_path
dc90e22e-3613-44aa-a234-e5d530d0cdbc,Create Shipment,2024-01-14 09:34:25,Drystone Malaysia Co,Asia-Pacific,Power Drills,90 days from date of invoice,standard_path
dc90e22e-3613-44aa-a234-e5d530d0cdbc,Issue Goods,2024-01-16 01:30:31,Drystone Malaysia Co,Asia-Pacific,Power Drills,90 days from date of invoice,standard_path
dc90e22e-3613-44aa-a234-e5d530d0cdbc,Create Invoice,2024-01-18 03:25:53,Drystone Malaysia Co,Asia-Pacific,Power Drills,90 days from date of invoice,standard_path
dc90e22e-3613-44aa-a234-e5d530d0cdbc,Clear Invoice,2024-01-19 00:57:43,Drystone Malaysia Co,Asia-Pacific,Power Drills,90 days from date of invoice,standard_path
9e3c4b16-4ea0-48c3-b17f-f5feb5f79f92,Receive Purchase Order,2024-11-23 00:00:00,Drystone India Ltd,Asia-Pacific,Agriculture,90 days from date of invoice,standard_path
9e3c4b16-4ea0-48c3-b17f-f5feb5f79f92,Create Sales Order,2024-11-23 17:07:19,Drystone India Ltd,Asia-Pacific,Agriculture,90 days from date of invoice,standard_path
9e3c4b16-4ea0-48c3-b17f-f5feb5f79f92,Create Delivery,2024-11-24 16:18:35,Drystone India Ltd,Asia-Pacific,Agriculture,90 days from date of invoice,standard_path
9e3c4b16-4ea0-48c3-b17f-f5feb5f79f92,Create Shipment,2024-11-27 12:04:13,Drystone India Ltd,Asia-Pacific,Agriculture,90 days from date of invoice,standard_path
9e3c4b16-4ea0-48c3-b17f-f5feb5f79f92,Issue Goods,2024-11-28 06:41:30,Drystone India Ltd,Asia-Pacific,Agriculture,90 days from date of invoice,standard_path
9e3c4b16-4ea0-48c3-b17f-f5feb5f79f92,Create Invoice,2024-11-29 02:04:28,Drystone India Ltd,Asia-Pacific,Agriculture,90 days from date of invoice,standard_path
9e3c4b16-4ea0-48c3-b17f-f5feb5f79f92,Clear Invoice,2024-11-30 15:42:23,Drystone India Ltd,Asia-Pacific,Agriculture,90 days from date of invoice,standard_path
85baee4b-9762-4d99-a209-f05a3507debc,Receive Purchase Order,2024-11-11 00:00:00,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
85baee4b-9762-4d99-a209-f05a3507debc,Create Sales Order,2024-11-11 09:01:08,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
85baee4b-9762-4d99-a209-f05a3507debc,Create Delivery,2024-11-12 06:40:59,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
85baee4b-9762-4d99-a209-f05a3507debc,Create Shipment,2024-11-13 02:05:29,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
85baee4b-9762-4d99-a209-f05a3507debc,Issue Goods,2024-11-14 01:19:47,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
85baee4b-9762-4d99-a209-f05a3507debc,Create Invoice,2024-11-14 21:36:40,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
85baee4b-9762-4d99-a209-f05a3507debc,Clear Invoice,2024-11-15 17:15:33,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
a3d5f1bc-c8df-40c7-97cc-d7288529eed4,Receive Purchase Order,2024-08-07 00:00:00,Drystone Spain Co,Europe,Power Tools,60 days from date of invoice,standard_path
a3d5f1bc-c8df-40c7-97cc-d7288529eed4,Create Sales Order,2024-08-07 15:31:09,Drystone Spain Co,Europe,Power Tools,60 days from date of invoice,standard_path
a3d5f1bc-c8df-40c7-97cc-d7288529eed4,Create Delivery,2024-08-08 02:30:03,Drystone Spain Co,Europe,Power Tools,60 days from date of invoice,standard_path
a3d5f1bc-c8df-40c7-97cc-d7288529eed4,Create Shipment,2024-08-09 19:02:14,Drystone Spain Co,Europe,Power Tools,60 days from date of invoice,standard_path
a3d5f1bc-c8df-40c7-97cc-d7288529eed4,Issue Goods,2024-08-11 08:53:57,Drystone Spain Co,Europe,Power Tools,60 days from date of invoice,standard_path
a3d5f1bc-c8df-40c7-97cc-d7288529eed4,Create Invoice,2024-08-12 18:39:21,Drystone Spain Co,Europe,Power Tools,60 days from date of invoice,standard_path
a3d5f1bc-c8df-40c7-97cc-d7288529eed4,Clear Invoice,2024-08-13 20:45:13,Drystone Spain Co,Europe,Power Tools,60 days from date of invoice,standard_path
bebfbd69-9d15-4f6a-a96c-b69fcd547145,Receive Purchase Order,2024-07-10 00:00:00,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
bebfbd69-9d15-4f6a-a96c-b69fcd547145,Create Sales Order,2024-07-10 12:09:34,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
bebfbd69-9d15-4f6a-a96c-b69fcd547145,Create Delivery,2024-07-11 13:49:40,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
bebfbd69-9d15-4f6a-a96c-b69fcd547145,Create Shipment,2024-07-12 10:24:56,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
bebfbd69-9d15-4f6a-a96c-b69fcd547145,Issue Goods,2024-07-13 17:48:24,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
bebfbd69-9d15-4f6a-a96c-b69fcd547145,Create Invoice,2024-07-15 03:00:53,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
bebfbd69-9d15-4f6a-a96c-b69fcd547145,Clear Invoice,2024-07-15 20:13:27,Drystone Spain Co,Europe,Agriculture,30 days from date of invoice,standard_path
c00f07b6-d0a2-4763-b1ad-398008025406,Receive Purchase Order,2024-11-24 00:00:00,Drystone China LLC,Asia-Pacific,Safety equipment,45 days from date of invoice,standard_path
c00f07b6-d0a2-4763-b1ad-398008025406,Create Sales Order,2024-11-24 11:55:10,Drystone China LLC,Asia-Pacific,Safety equipment,45 days from date of invoice,standard_path
c00f07b6-d0a2-4763-b1ad-398008025406,Create Delivery,2024-11-24 12:09:34,Drystone China LLC,Asia-Pacific,Safety equipment,45 days from date of invoice,standard_path
c00f07b6-d0a2-4763-b1ad-398008025406,Create Shipment,2024-11-26 17:30:11,Drystone China LLC,Asia-Pacific,Safety equipment,45 days from date of invoice,standard_path
c00f07b6-d0a2-4763-b1ad-398008025406,Issue Goods,2024-11-28 14:40:49,Drystone China LLC,Asia-Pacific,Safety equipment,45 days from date of invoice,standard_path
c00f07b6-d0a2-4763-b1ad-398008025406,Create Invoice,2024-11-29 10:18:55,Drystone China LLC,Asia-Pacific,Safety equipment,45 days from date of invoice,standard_path
c00f07b6-d0a2-4763-b1ad-398008025406,Clear Invoice,2024-11-29 21:28:27,Drystone China LLC,Asia-Pacific,Safety equipment,45 days from date of invoice,standard_path
2d6afacd-d13b-4f5c-a9d2-e3c4ce42fed2,Receive Purchase Order,2024-06-17 00:00:00,Drystone Belgium NV,Europe,Fertilizers,90 days from date of invoice,invoice_after_invoice
2d6afacd-d13b-4f5c-a9d2-e3c4ce42fed2,Create Sales Order,2024-06-17 23:30:08,Drystone Belgium NV,Europe,Fertilizers,90 days from date of invoice,invoice_after_invoice
2d6afacd-d13b-4f5c-a9d2-e3c4ce42fed2,Create Delivery,2024-06-20 23:00:27,Drystone Belgium NV,Europe,Fertilizers,90 days from date of invoice,invoice_after_invoice
2d6afacd-d13b-4f5c-a9d2-e3c4ce42fed2,Create Shipment,2024-06-26 00:46:31,Drystone Belgium NV,Europe,Fertilizers,90 days from date of invoice,invoice_after_invoice
2d6afacd-d13b-4f5c-a9d2-e3c4ce42fed2,Issue Goods,2024-06-26 20:53:52,Drystone Belgium NV,Europe,Fertilizers,90 days from date of invoice,invoice_after_invoice
2d6afacd-d13b-4f5c-a9d2-e3c4ce42fed2,Create Invoice,2024-06-29 00:16:51,Drystone Belgium NV,Europe,Fertilizers,90 days from date of invoice,invoice_after_invoice
2d6afacd-d13b-4f5c-a9d2-e3c4ce42fed2,Create Invoice,2024-06-30 00:20:39,Drystone Belgium NV,Europe,Fertilizers,90 days from date of invoice,invoice_after_invoice
2d6afacd-d13b-4f5c-a9d2-e3c4ce42fed2,Clear Invoice,2024-07-01 01:51:48,Drystone Belgium NV,Europe,Fertilizers,90 days from date of invoice,invoice_after_invoice
8ed49796-a594-438d-8c73-06e96694866c,Receive Purchase Order,2024-07-31 00:00:00,Drystone Australia Ltd,Asia-Pacific,Building Materials,30 days from date of invoice,price_change_path
8ed49796-a594-438d-8c73-06e96694866c,Create Sales Order,2024-07-31 21:32:41,Drystone Australia Ltd,Asia-Pacific,Building Materials,30 days from date of invoice,price_change_path
8ed49796-a594-438d-8c73-06e96694866c,Change Net Price in Sales Order,2024-08-02 23:15:37,Drystone Australia Ltd,Asia-Pacific,Building Materials,30 days from date of invoice,price_change_path
8ed49796-a594-438d-8c73-06e96694866c,Create Delivery,2024-08-03 15:24:05,Drystone Australia Ltd,Asia-Pacific,Building Materials,30 days from date of invoice,price_change_path
8ed49796-a594-438d-8c73-06e96694866c,Create Shipment,2024-08-06 07:52:39,Drystone Australia Ltd,Asia-Pacific,Building Materials,30 days from date of invoice,price_change_path
8ed49796-a594-438d-8c73-06e96694866c,Issue Goods,2024-08-08 21:11:49,Drystone Australia Ltd,Asia-Pacific,Building Materials,30 days from date of invoice,price_change_path
8ed49796-a594-438d-8c73-06e96694866c,Create Invoice,2024-08-10 16:20:21,Drystone Australia Ltd,Asia-Pacific,Building Materials,30 days from date of invoice,price_change_path
8ed49796-a594-438d-8c73-06e96694866c,Clear Invoice,2024-08-12 21:42:00,Drystone Australia Ltd,Asia-Pacific,Building Materials,30 days from date of invoice,price_change_path
07ab7ab8-d48b-4a8f-bfad-dc0e4df5a9b2,Receive Purchase Order,2025-01-10 00:00:00,Drystone Italia S.P.A,Europe,Building Materials,30 days from date of invoice,standard_path
07ab7ab8-d48b-4a8f-bfad-dc0e4df5a9b2,Create Sales Order,2025-01-10 10:53:11,Drystone Italia S.P.A,Europe,Building Materials,30 days from date of invoice,standard_path
07ab7ab8-d48b-4a8f-bfad-dc0e4df5a9b2,Create Delivery,2025-01-10 20:57:07,Drystone Italia S.P.A,Europe,Building Materials,30 days from date of invoice,standard_path
07ab7ab8-d48b-4a8f-bfad-dc0e4df5a9b2,Create Shipment,2025-01-12 15:03:05,Drystone Italia S.P.A,Europe,Building Materials,30 days from date of invoice,standard_path
